Anmeldedatum;Abgabedatum;JahrAkademisch;Art;Grad;Sprache;Titel;Abstract
07.09.98;07.02.99;1998;intern;Diplom;DE;Entwurf und Implementierung von Kommunikationsstrategien mit CORBA am Beispiel einer Virtual-Reality-Anwendung;
01.10.98;01.03.99;1999;intern;Diplom;DE;Untersuchung von Methoden zum unscharfen Zugriff auf Datenbestände;
06.10.98;06.03.99;1999;intern;Diplom;DE;Konzeption und Realisierung einer DCOM-basierten Komponentenarchitektur für ein existierendes, mit TCP/IP-Sockets realisiertes Kommunikationssystem;
06.10.98;06.03.99;1999;intern;Diplom;DE;Implementierung von Prioritätsschrankenalgorithmus und verwandten Synchronisationsverfahren zur Untersuchung des Echtzeit- und Laufzeitverhaltens;
20.10.98;20.03.99;1999;intern;Diplom;DE;Konzeption eines Geschäftsprozeßmodells für einen Dienstleister im Bereich Internet, Datenbanken und innovative Technologien;
22.10.98;22.03.99;1999;intern;Diplom;DE;Konzeption und Realisierung eines graphischen Editors für Objekte in der DCOM-basierten Laufzeitsystem Object Engine;
06.11.98;06.04.99;1999;intern;Diplom;DE;Benutzeridentifikation anhand der Bedienmuster für standar. Texte mit Hilfe von Methoden der Neuronalen Netze;
10.11.98;10.04.99;1999;intern;Diplom;DE;Komponentenbasierte 3-Ebenen-SW-Architekturen am Beispiel eines internetfähigen Informationssystems;
03.12.98;03.05.99;1999;intern;Diplom;DE;Hochverfügbare Systeme im NT-Umfeld;
09.12.98;09.09.99;1999;intern;Diplom;DE;Entwurf und Realisierung eines datenbankbasierten Systems zur strukturierten Verwaltung mehrsprachiger Textdokumente;
15.12.98;15.05.99;1999;intern;Diplom;DE;IT -Unterstützung im Vertrieb - Budgetangebote im Anlagengeschäft;
15.03.99;16.08.99;1999;intern;Diplom;DE;Untersuchung der Realisierung fuzzy-logischer Konzepte für das Datenbank-Retrieval;
22.03.99;02.07.99;1999;intern;Diplom;DE;Entwurf und Implementierung eines Echtzeit-Betriebssystems-Kerns für den digitalen Signalprozessor Motorola 56 300;
22.03.99;22.08.99;1999;intern;Diplom;DE;Konzeption eines Informationssystems für das Qualitätsmanagement im Produktdefinition- und -entwicklungsprozeß;
07.04.99;07.01.00;1999;intern;Diplom;DE;Entwurf und Einführung eines skalierbaren Kommunikationskonzepts für den Mittelstand auf Basis von Komponenten und Funktionen;
08.04.99;07.01.00;1999;intern;Diplom;DE;Automatische Robotoprogrammierung zum Zeichnen von 2 D-Grafiken;
12.04.99;12.01.00;1999;extern;Diplom;DE;Design und Implementierung eines Werkzeugs zur computerunterstützten Dokumentation von Programmquellcode;
14.04.99;14.01.00;1999;intern;Diplom;DE;Administration und Visualisierung von Dokumenten auf Basis verteilter Objekte in einer Mehrebenenarchitektur;
15.04.99;15.09.99;1999;intern;Diplom;DE;Erstellen einer Verkehrslärmkarte für das Stadtgebiet Bamberg;
30.04.99;30.09.99;1999;extern;Diplom;DE;Desaster Recovery von WINDOWS NT - Diskussion präventiver Strategien und deren Umsetzung;
04.05.99;04.10.99;1999;intern;Diplom;DE;Entwicklung eines Open GL kompatiblen Treibers für den Grafikchip GLINT MX/Delta für das Betriebssystem Linux;
04.05.99;04.10.99;1999;intern;Diplom;DE;Implementierung eines Systems zur automatischen und halbautomatischen Gewinnung von Unterschriften bei einer Direkt-Bank;
20.05.99;20.10.99;1999;intern;Diplom;DE;Entwurf und Implementierung einer OLE DB-Schnittstelle für Typinformationen in COM-Umgebungen;
20.05.99;20.10.99;1999;intern;Diplom;DE;Methoden des Software Reliability Engineering und deren Implementierung;
30.06.99;30.11.99;1999;intern;Diplom;DE;Aufbau und Test eines Infrarotmikroskops;
01.07.99;30.11.99;1999;intern;Diplom;DE;Die Berechnung der Abscheidung von Aerosolteilchen in Faserfiltermedien aufgrund von Trägheit und Gravitation (neues Zellenmodell);
05.07.99;30.11.99;1999;intern;Diplom;DE;Verwaltung zeitbezogener Daten: Grundlagen und deren Realisierung in SQL-92 und SQL 3;
15.07.99;15.12.99;1999;intern;Diplom;DE;Konzeption, Design und Implementierung einer Portierung von Windows NT nach Windows CE am Beispiel eines Embeddet HMI Systems für Sinumerik 840 D;
16.08.99;16.01.00;1999;intern;Diplom;DE;Konzeption eines vollständig benutzerzentrierten kommerziellen Internetangebotes;
14.09.99;14.02.00;1999;intern;Diplom;DE;Entwicklung einer Anwendung zur Erstellung und Präsentation von Dokumenten auf Basis von Internettechnologie und verteilter Objekte in Java;
14.10.99;14.03.00;2000;extern;Diplom;DE;Untersuchung der Implementierungs- und Realisierungsmöglichkeiten einer WAP-Anwendung;
20.10.99;20.03.00;2000;extern;Diplom;DE;Mental Ray Shader zur realistischen Darstellung der Oberflächenspannung auf mit Flüssigkeit überzogenen Flächen;
22.10.99;22.03.00;2000;intern;Diplom;DE;Konzeption und Realisierung eines Data Warehouse-Ansatzes am Beispiel des Business Information Warehouse der SAP AG;
01.11.99;01.04.00;2000;intern;Diplom;DE;Konzeption und prototypische Umsetzung einer Schnittstelle zur verteilten Simulation dynamischer Produktprozesse auf Basis der High Livel Architecture;
04.11.99;04.04.00;2000;intern;Diplom;DE;Integriertes Domtrollingkonzept für die interne und externe Rechnungslegung bei Energieversorgungsunternehmen als Folge der Liberalisierung der Energieversorgermärkte - Entwicklung und Implementierung;
12.11.99;12.04.00;2000;intern;Diplom;DE;Softwareunterstützte Erzeugung von komplexen, verteilten Simulationsmodellen aus Einzelmodellen auf Basis der HLA;
01.12.99;14.03.99;2000;extern;Diplom;DE;Entwicklung eines Vorgehensmodells für das Management von Projekten in der objektorientierten Software-Entwicklung;
07.12.99;05.05.00;2000;intern;Diplom;DE;Entwurf und Realisierung von Komponenten für graphische Operationen in einem Plotmanagement-System;
09.12.99;09.05.00;2000;intern;Diplom;DE;Entwurf und Realisation einer TAPI-Schnittstelle zur Steuerung einer ISDN-Telekommunikations-Anlage über Ethernet und Demonstration der Funktionsweise anhand einer CTI-Applikation unter LINUX;
23.12.99;23.05.00;2000;intern;Diplom;DE;Analyse und Konzeption von Kommunikationsprozessen in einer Bank im Hinblick auf die Einführung eines Intranets;
10.01.00;13.02.01;2000;intern;Diplom;DE;Auswertung von Stereobildern - Objekterkennung und Szenenvermessung;
20.01.00;26.10.00;2000;intern;Diplom;DE;Entwicklung von Komponentensoftware mit Microsoft COM und der Active Template Library am Beispiel einer verteilten Groupware-Anwendung;
24.03.00;24.08.00;2000;intern;Diplom;DE;Konzeption und Realisierungs internetfähiger Reservierungs-Komponenten am Beispiel eines Kinoverwaltungssystems;
24.03.00;15.12.00;2000;intern;Diplom;DE;Entwicklung eines unternehmensspezifischen Zeiterfassungssystems unter Verwendung von Borland Delphi und Microsoft SQL Server;
28.03.00;28.08.00;2000;extern;Diplom;DE;Einbindung des Internet in den Workflow des mehrspartigen Netzbauabwicklungsprozesses bei einem Energieversorger;
29.03.00;29.08.00;2000;intern;Diplom;DE;Betrachtung des XML-basierten Internet-Objektprotokolls SOAP als Basis für Web-Applikationen der 3. Generation sowie Darstellung anhand eines durchgängigen Beispiels aus der Versicherungsbranche;
31.03.00;15.03.01;2000;intern;Diplom;DE;Konzeption und Implementierung eines komponentenbasierten Robotersimulators;
03.04.00;03.09.00;2000;intern;Diplom;DE;Optimierte Darstellung und Speicherung von Dreiecksnetzen;
19.05.00;19.10.00;2000;intern;Diplom;DE;Konzept zur Einführung eines Dokumentenmanagementsystems für einen internen DV-Dienstleister;
26.05.00;26.10.00;2000;intern;Diplom;DE;Design und Implementierung eines objektorientierten Kommunikations-Framework;
29.06.00;30.09.00;2000;intern;Diplom;DE;Entwurf und Teilrealisierung eines betrieblichen Internet-Informationssystems;
12.07.00;12.12.00;2000;intern;Diplom;DE;Konzept für ein Qualitätsinformationssystem zur Auswertung von technischen Daten mit Hilfe eines Data-Warehouse auf Basis der OLAP-Technologie;
27.07.00;13.03.01;2000;intern;Diplom;DE;Entwicklung und Evaluierung verschiedener Middlewarekonzepte als Simulationsumgebung für GSM (Gloal System for Mobile Communication) - Sprachverarbeitung;
01.08.00;08.01.01;2000;intern;Diplom;DE;Interaktion mit einem Internet-Agenten;
01.08.00;08.01.01;2000;intern;Diplom;DE;Analyse der Methoden des Information Retrieval von Suchmaschinen und prototypische Implementierung geeigneter Anwendungen;
20.09.00;15.12.00;2000;intern;Diplom;DE;Evaluierung der möglichen Integration von SAP Secure Network Communication in die Siemens TranSON Architektur;
22.09.00;19.06.01;2000;intern;Diplom;DE;Entwurf eines Risikomanagementsystems unter besonderer Berücksichtigung der Aggregation von Risiken;
28.09.00;27.01.01;2000;intern;Diplom;DE;Entwicklung von Algorithmen zur Erkennung von Augen in digitalen Bildern;
28.09.00;23.02.01;2000;intern;Diplom;DE;Entwurf und Realisierung eines modularen und interaktiven Bildverarbeitungssystems;
01.10.00;23.02.01;2001;intern;Diplom;EN;Development of a fault tolerant solution for a PC-based Programmable Logic Controller;
04.10.00;01.03.01;2001;intern;Diplom;DE;HyTime-basiertes Link-Management in einem SGML-Content Management-System;
10.10.00;24.07.01;2001;intern;Diplom;DE;Entwicklung einer Ausführungsumgebung von Komponenten in verteilten Systemen;
10.10.00;09.03.01;2001;intern;Diplom;DE;Entwurf und Entwicklung einer XML-basierten Beschreibungssprache für relationale Datenbanken zur parametrisierten automatischen Erzeugung von Web-Eingabemasken;
10.10.00;24.07.01;2001;intern;Diplom;DE;Konzeptionierung und Realisierung einer rückgekoppelten, lernenden Textsuchkomponente;
13.10.00;15.01.01;2001;extern;Diplom;DE;Zusammenführung von theoretischen Informationsmodellen und realem Informationsworkflow und Berücksichtigung vorhandener unternehmerischer Sichten zur Einführung eines Dokumentenmanagementsystems;
14.10.00;14.03.01;2001;extern;Diplom;DE;Optimierung und Weiterentwicklung des Referenz Clock Generators von GSM-Basisstationen;
14.10.00;26.06.01;2001;intern;Diplom;DE;Projektierungstool für die Anzeigensteuerung der Fahrgastinformation;
20.10.00;20.03.01;2001;intern;Diplom;DE;Realisierung eines Workflows für das Bewerbermanagement mit Internet-Technologie;
26.10.00;25.07.01;2001;extern;Diplom;DE;Netz-Erneuerung für die BOSCH-Niederlassung Nürnberg;
30.10.00;29.03.01;2001;extern;Diplom;DE;Dokumentenmanagementsystem für Präsentationen;
31.10.00;30.03.01;2001;extern;Diplom;DE;Entwicklung einer Toolumgebung für eine Hochleistungsmotorsteuerung;
01.11.00;28.02.01;2001;extern;Diplom;DE;Prozessorientiertes Qualitätsmanagement in einem mittelständischen Dienstleistungsunternehmen am Beispiel der DATA INPUT AG;
08.11.00;19.07.01;2001;intern;Diplom;DE;eProcurement-Systeme für KMU-Einsatzszenarien, Technologien und Soft-warekomponenten;
09.11.00;14.03.01;2001;intern;Diplom;EN;Reengineering of a legacy sales information system with respect to Customer Relationship Management (CRM) and the Internet, including an implementation of a certain component;
14.11.00;25.06.01;2001;intern;Diplom;DE;Konzeption und Implementierung eines Web-Portals zur Darstellung aktueller Unternehmenskennzahlen und dessen Integration in die vorhandene Infrastruktur;
23.11.00;23.04.01;2001;intern;Diplom;DE;OBIS - Observation and Information System auf Lotus-Notes-Basis;
30.11.00;25.06.01;2001;extern;Diplom;DE;Konzeption einer User Interface Adaption für mobile Webgeräte;
30.11.00;27.04.01;2001;intern;Diplom;DE;Entwurf und Implementierung eines ISDN-Stacks unter dem Echtzeitbetriebssystem EUROSplus;
01.12.00;27.04.01;2001;intern;Diplom;DE;Konzeption und Design eines graphischen Entwicklungswerkzeugs für internetbasierte Informationssysteme;
20.12.00;16.05.01;2001;extern;Diplom;EN;A generic, computer-based approach to the estimation of asset lifetimes;
10.01.01;03.07.01;2001;extern;Diplom;DE;Ein Einblick in moderne Methoden des Requirements Engineering ;
14.01.01;14.05.01;2001;extern;Diplom;DE;Leitlinien zur innerbetrieblichen Verrechnung der IT-Leistungen in einem Versicherungsunternehmen;
20.02.01;14.03.01;2001;intern;Diplom;EN;Changes of business processes and public presentation within the influence of modern media;
28.02.01;30.01.02;2001;intern;Diplom;DE;Konzeption und Implementierung eines Moduls zur flexiblen Anbindung von Speditionsunternehmen an Internet-Marktplätze.;
21.03.01;13.12.01;2001;intern;Diplom;DE;Evaluierung der Entwicklungswerkzeuge DYMOLA und MODELICA durch beispielhafte Entwicklungen von mechatronischen Systemkomponenten;
21.03.01;18.10.01;2001;intern;Diplom;DE;Werkzeugunterstützte Modellierung von Anlagen mit UML;
27.03.01;01.08.01;2001;intern;Diplom;DE;Ein prototypischer Container für die CEA-Komponenten-Architektur;
30.03.01;29.08.01;2001;intern;Diplom;EN;Design of a customising process and a meta-data model for a key figure-based information system, with focus on the configuration of a key figure model;
01.04.01;22.08.01;2001;intern;Diplom;DE;"Computergestützte Datenerhebung mit dem Internet; Entwicklung eines Front-End-Editors zum Erstellen von Online-Umfragen";
09.04.01;08.01.02;2001;extern;Diplom;DE;Wiederverwendbare Analysemuster auf der Basis natürlich sprachlicher Anforderungen;
11.04.01;22.08.01;2001;intern;Diplom;DE;Vergleichende Studie von Distance-Vector-Routing-Protokollen und Link-State-Routing-Protokollen;
17.04.01;17.09.01;2001;extern;Diplom;DE;"Konzept zur Implementierung einer Schnittstelle zwischen dem<br>Planungstool ""ProPlanner"" und der Arbeitsplan-Datenbank in der <br>Prozessplanung der BMW Group.";
20.04.01;19.09.01;2001;extern;Diplom;DE;Konzept zur Migration von Datenmodellen bei der Firma DATEV in UML-Klassendiagramme und seine Implementierung;
27.04.01;27.09.01;2001;intern;Diplom;DE;Entwurf und Implementierung eines Systems zur Einschreibung zu den Fachwissenschaftlichen Wahlpflichtfächer am Fachbereich unter Benutzung des WWW.;
30.04.01;01.10.01;2001;extern;Diplom;DE;Modellgestützte Analyse und Synthese von Gesichtsbildern;
30.04.01;;2001;intern;Diplom;DE;Extraktion navigationsrelevanter Daten aus vorverarbeiteten<br>Stereobildern mit Hilfe eines simulierten neuronalen Netzes.;
01.05.01;01.10.01;2001;extern;Diplom;DE;Entwurf und Implementierung eines standardisierten Hantierungs-werkzeugs für die Verwaltung von Sortierplänen im Bereich Distributionslogistik;
01.05.01;28.11.01;2001;intern;Diplom;DE;Der Softwareauswahlprozess am Beispiel einer Internet-Suchmaschine mit Detailplanung der Softwareeinführung;
02.05.01;12.09.01;2001;intern;Diplom;DE;Analyse und Neustrukturierung eines Firmen-LANs - Migration von Token Ring zu Switched-Ethernet und Erstellung eines VLAN-Konzepts mit Einbindung in ein Netzwerkmanagementsystem;
02.05.01;01.10.01;2001;intern;Diplom;DE;Unsicherheit und Unschärfe bei Bewertung und Aggregation von Risiken <br>in einem Risikomanagementsystem. Simulationsrechnungen für ein Modell<br>eines produzierenden Unternehmens.;
15.05.01;12.11.01;2001;extern;Diplom;DE;Einführung eines webbasierten Qualitätsmanagementsystems bei <br>einem IT-Dienstleister;
23.05.01;01.10.01;2001;extern;Diplom;DE;XML-Datenhaltungs- und Datenaustauschplattform für das Verlagswesen?;
25.05.01;21.12.01;2001;extern;Diplom;EN;Application of a Web-Controlling Instrument in the Insurance <br>Industry for the Example of Quelle Versicherung;
26.06.01;18.02.02;2001;extern;Diplom;DE;Räumlich verteilte und gleichzeitige Bewertung visualisierter <br>medizinischer Bilddaten. Analyse der Anforderungen, Entwurf und<br>Implementierung eines Prototyps;
11.07.01;;2001;intern;Diplom;DE;Cobol & Objektorientierung - ein Vergleich zwischen objekt-orientierter und prozeduraler Implementierung ;
14.07.01;14.12.01;2001;intern;Diplom;DE;Konzeption und Implementierung einer Architektur zur modularisierten  Daten aus einem OSGi-Server in einem Browser unter Verwendung von XML;
16.07.01;15.02.02;2001;intern;Diplom;DE;Analyse der ISO 9000 ff-Abläufe bei der ISO Software Systeme GmbH und Entwurf einer Web-gestützten Anwendung zu deren Unterstützung;
23.07.01;11.03.02;2001;intern;Diplom;DE;Der Modellbildungsprozess in der Wirtschaftsinformatik: Erkenntnis- theor. Reflexion des Spannungsfeldes zwischen Modell und Realität in ausgewählter Literatur unter besonderer Berücksichtigung des naiven Realismus (Arbeitstitel);
01.08.01;12.12.01;2001;intern;Diplom;DE;Konzeption und Aufbau eines Systems zur Qualitätssicherung in der Softwareentwicklung von Audio-Datenkompressionsverfahren;
13.09.01;04.02.02;2001;extern;Diplom;DE;Konzeption eines pragmatischen Geschäftsprozessmodells für den technischen Vertrieb von IT-Sicherheitslösungen ;
14.09.01;08.02.02;2001;extern;Diplom;DE;Bewertung, Vergleich und Erweiterung von UML-basierten Ansätzen zur objekt-orientierten Modellierung von Echtzeitsystemen.;
01.10.01;27.02.02;2002;intern;Diplom;EN;Concept for an Automated Web-based Customer Relationship Management System for a Web-Design Company. ;
01.10.01;28.02.02;2002;intern;Diplom;DE;Planung und Realisierung eines Internetportals für christl. Jugendarbeit;
11.10.01;07.03.02;2002;intern;Diplom;DE;Analyse, Design und Implementierung eines Werkzeugs zur Modellierung und Erzeugung von Datenbanken unter Verwendung des Entity-Relationship-Modells;
11.10.01;11.03.02;2002;intern;Diplom;EN;Design and Prototyping of a Secure Network File System under Linux on the Basis of Open SSH;
15.10.01;14.03.02;2002;extern;Diplom;DE;Knowledge Management: Theorie, Werkzeuge und Ziele, sowie deren Anwendung für die Wissensbasis eines Software-Hauses;
23.10.01;05.03.02;2002;intern;Diplom;DE;Konzeption und Implementation eines Simulationsmoduls für ein SA/RT-Case-Tool;
24.10.01;21.03.02;2002;intern;Diplom;DE;Realisierungsplattformen für Webservices - Bewertung von Leistungs-umfang und Unterstützung relevanter Technologiestandards;
01.11.01;02.04.02;2002;intern;Diplom;DE;Aufbau,Inbetriebnahme und Test eines netzwerkorientierten Intrusion Detection Systems;
15.11.01;15.04.02;2002;intern;Diplom;DE;Analyse des bestehenden Reportings und Konzeption eines analytischen Informationssystems für das PC-Service-Management in einem EDV-Dienstleistungsunternehmen.;
